(28, 49521, 0, 0, 0, 1, 0, 0, 2, 0, 0, 3, 0, 0, 4, 0, 0)
(28, 49521, 0, 1, 1, 1, 0, 0, 2, 0, 0, 3, 0, 0, 4, 0, 0)
(28, 49521, 0, 3, 3, 1, 0, 0, 2, 1, 1, 3, 0, 0, 4, 0, 0)
(28, 49521, 0, 5, 5, 1, 0, 0, 2, 2, 2, 3, 0, 0, 4, 0, 0)
(28, 49521, 0, 6, 6, 1, 0, 0, 2, 3, 3, 3, 0, 0, 4, 0, 0)
(28, 49521, 0, 7, 7, 1, 1, 1, 2, 3, 3, 3, 0, 0, 4, 0, 0)
(28, 49521, 0, 9, 9, 1, 1, 1, 2, 3, 3, 3, 0, 0, 4, 0, 0)
(28, 49521, 0, 10, 10, 1, 1, 1, 2, 4, 4, 3, 0, 0, 4, 0, 0)
(28, 49521, 0, 11, 11, 1, 2, 2, 2, 4, 4, 3, 0, 0, 4, 1, 1)
(28, 49521, 0, 12, 12, 1, 2, 2, 2, 5, 5, 3, 0, 0, 4, 1, 1)
(28, 49521, 0, 12, 12, 1, 2, 2, 2, 6, 6, 3, 1, 1, 4, 1, 1)
(28, 49521, 0, 12, 12, 1, 2, 2, 2, 6, 6, 3, 1, 1, 4, 1, 1)
(28, 49521, 0, 14, 14, 1, 3, 3, 2, 7, 7, 3, 2, 2, 4, 1, 1)
(28, 49521, 0, 14, 14, 1, 3, 3, 2, 9, 9, 3, 2, 2, 4, 1, 1)
(28, 49521, 0, 16, 16, 1, 3, 3, 2, 9, 9, 3, 2, 2, 4, 1, 1)
(28, 49521, 0, 17, 17, 1, 3, 3, 2, 10, 10, 3, 2, 2, 4, 1, 1)
(28, 49521, 0, 18, 18, 1, 3, 3, 2, 12, 12, 3, 2, 2, 4, 1, 1)
(28, 49521, 0, 19, 19, 1, 3, 3, 2, 13, 13, 3, 2, 2, 4, 1, 1)
(28, 49521, 1, 3, 3, 2, 14, 14, 3, 2, 2, 4, 1, 1, 0, 21, 21)
(28, 49521, 0, 22, 22, 1, 3, 3, 2, 16, 16, 3, 2, 2, 4, 1, 1)
(28, 49521, 0, 24, 24, 1, 3, 3, 2, 16, 16, 3, 2, 2, 4, 1, 1)
(28, 49521, 0, 25, 25, 1, 3, 3, 2, 17, 17, 3, 2, 2, 4, 1, 1)
(28, 49521, 0, 26, 26, 1, 3, 3, 2, 19, 19, 3, 2, 2, 4, 1, 1)
(28, 49521, 0, 28, 28, 1, 3, 3, 2, 20, 20, 3, 2, 2, 4, 1, 1)
(28, 49521, 0, 29, 29, 1, 3, 3, 2, 21, 21, 3, 2, 2, 4, 1, 1)
(28, 49521, 0, 30, 30, 1, 3, 3, 2, 21, 21, 3, 2, 2, 4, 1, 1)
(28, 49521, 0, 32, 32, 1, 3, 3, 2, 22, 22, 3, 2, 2, 4, 1, 1)
(28, 49521, 0, 33, 33, 1, 3, 3, 2, 23, 23, 3, 2, 2, 4, 1, 1)
(28, 49521, 0, 34, 34, 1, 3, 3, 2, 25, 24, 3, 2, 2, 4, 2, 2)
(28, 49521, 0, 36, 35, 1, 3, 3, 2, 26, 25, 3, 3, 3, 4, 2, 2)
(28, 49521, 0, 37, 36, 1, 3, 3, 2, 27, 26, 3, 3, 3, 4, 2, 2)
(28, 49521, 0, 39, 38, 1, 3, 3, 2, 29, 28, 3, 3, 3, 4, 2, 2)
(28, 49521, 0, 40, 39, 1, 3, 3, 2, 29, 28, 3, 3, 3, 4, 2, 2)
(28, 49521, 0, 42, 41, 1, 3, 3, 2, 30, 29, 3, 3, 3, 4, 2, 2)
(28, 49521, 0, 42, 41, 1, 3, 3, 2, 32, 31, 3, 3, 3, 4, 2, 2)
(28, 49521, 0, 43, 42, 1, 4, 4, 2, 32, 31, 3, 4, 4, 4, 2, 2)
(28, 49521, 0, 44, 43, 1, 4, 4, 2, 32, 31, 3, 4, 4, 4, 2, 2)
(28, 49521, 0, 45, 44, 1, 4, 4, 2, 33, 32, 3, 4, 4, 4, 2, 2)
